Split,Phase,Epoch,Train_Loss,Train_F1,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Threshold
60/40,Phase 2: Weighted BCE,59,0.7025849706986371,0.9174210876046127,0.27642829990700674,0.9244444444444444,0.9116790261137834,0.9286935286935287,0.918763506230786,0.52034026
60/40,Phase 2: Weighted BCE,60,0.7030135869979859,0.9194549186196364,0.26357199094797434,0.9325,0.9529616724738676,0.9035714285714286,0.921960243079391,0.83132297
60/40,Phase 2: Weighted BCE,61,0.7077218946288614,0.9171770998220448,0.2552732697835094,0.93,0.9185969382383289,0.9315018315018315,0.9242981557855835,0.5025496
60/40,Phase 2: Weighted BCE,62,0.7002561330795288,0.9189623609108445,0.2913447344642982,0.9336111111111111,0.9254154837812425,0.9295177045177045,0.9273997018527504,0.5922483
60/40,Phase 2: Weighted BCE,63,0.6854305589900297,0.9225304713479365,0.2552393035342296,0.9338888888888889,0.9538401861908457,0.9055555555555556,0.9236559327573431,0.7641001
60/40,Phase 2: Weighted BCE,64,0.706063565085916,0.9197053047565659,0.26545843377447964,0.9419444444444445,0.9380173070503548,0.9339133089133089,0.93590581801222,0.57147306
60/40,Phase 2: Weighted BCE,65,0.6976214549120735,0.9223943917013736,0.24524181623730743,0.9383333333333334,0.9308477774831442,0.9342490842490843,0.9325036256498385,0.6723259
60/40,Phase 2: Weighted BCE,66,0.7014195659581353,0.9214785092442848,0.2684632455439944,0.9319444444444445,0.92236624668972,0.9298840048840049,0.9258895709233026,0.5642008
60/40,Phase 2: Weighted BCE,67,0.7011768782840055,0.9241833867156865,0.2780563769241174,0.9316666666666666,0.9517674880805456,0.9027472527472528,0.921015426250919,0.74405354
60/40,Phase 2: Weighted BCE,68,0.7005214978666866,0.9189280179432905,0.260719227620907,0.9372222222222222,0.9284191231482867,0.935042735042735,0.9315537763874662,0.5553861
60/40,Phase 2: Weighted BCE,69,0.6883013648145339,0.9270648219049011,0.27001098324463035,0.9441666666666667,0.9462411390404657,0.9304945054945055,0.9375853877352527,0.62152576
60/40,Phase 2: Weighted BCE,70,0.6881500566706938,0.9232997672627596,0.2619984578014466,0.9383333333333334,0.9538754288164666,0.9135531135531136,0.929345266132831,0.6755828
60/40,Phase 2: Weighted BCE,71,0.6988223160014433,0.9221227964720871,0.2583620552169649,0.9327777777777778,0.953137103020914,0.903968253968254,0.9222997282630994,0.7910059
60/40,Phase 2: Weighted BCE,72,0.6813298302538254,0.9284284488745456,0.24723540351056217,0.9433333333333334,0.9381477991654328,0.9371794871794872,0.9376602422082942,0.65405667
60/40,Phase 2: Weighted BCE,73,0.6915868611896739,0.9258159014439522,0.2540179008716031,0.9377777777777778,0.9294463734567902,0.9349206349206349,0.9320643932501123,0.68289566
60/40,Phase 2: Weighted BCE,74,0.6994925586616292,0.9125912641280025,0.24872362626749173,0.9338888888888889,0.9234356784538005,0.9341269841269841,0.9282890373623489,0.50363654
60/40,Phase 2: Weighted BCE,75,0.6976882345536176,0.9250980917374763,0.28926967202048554,0.9352777777777778,0.9537485419791222,0.9080891330891331,0.9254516030438285,0.73239064
60/40,Phase 2: Weighted BCE,76,0.7181107310687794,0.9224627965931493,0.27609178809481755,0.9313888888888889,0.9522613065326633,0.901984126984127,0.9206005569569118,0.70727134
60/40,Phase 2: Weighted BCE,77,0.6882100533036625,0.9236824138021587,0.29142374336196664,0.9277777777777778,0.95,0.8968253968253967,0.9161620866325104,0.67972106
60/40,Phase 2: Weighted BCE,78,0.6934329513241263,0.920735997790506,0.28043399823077936,0.9302777777777778,0.9201999641698455,0.9287851037851038,0.9241791041269442,0.5426422
60/40,Phase 2: Weighted BCE,79,0.6755991024129531,0.9257317126438198,0.27538515189499185,0.9347222222222222,0.9265127922282174,0.930921855921856,0.9286401073468721,0.59053546
60/40,Phase 2: Weighted BCE,80,0.7057940209613127,0.9161826561949078,0.26957325545842187,0.94,0.9337989856077683,0.9344322344322344,0.9341141127299397,0.54545027
60/40,Phase 2: Weighted BCE,81,0.7026081127278945,0.921411933066393,0.2542020780475516,0.935,0.925058007104211,0.9344322344322344,0.9293747417784956,0.48574567
60/40,Phase 2: Weighted BCE,82,0.6932678944924299,0.921342263029362,0.2683828959339543,0.9425,0.9397507676196201,0.9332417582417583,0.9363503375815128,0.6392288
60/40,Phase 2: Weighted BCE,83,0.7013979077339172,0.920184631107301,0.262586301748167,0.9366666666666666,0.9284598998771267,0.9333333333333333,0.9308024754638797,0.61582685
60/40,Phase 2: Weighted BCE,84,0.701648882557364,0.9254761896792821,0.2723366270462672,0.9419444444444445,0.95156998915471,0.9218253968253969,0.9341722550403413,0.7003724
60/40,Phase 2: Weighted BCE,85,0.6935735506169937,0.9280260678282665,0.2616423456684539,0.9472222222222222,0.946508300101498,0.9368742368742369,0.9413856835731835,0.6737957
60/40,Phase 2: Weighted BCE,86,0.6866038785261266,0.929933050766871,0.25956790008696545,0.9377777777777778,0.9307257660654049,0.9329059829059829,0.9317976759110812,0.66161263
60/40,Phase 2: Weighted BCE,87,0.7035008805639603,0.920558316439118,0.277205944649483,0.9441666666666667,0.9438973895040841,0.9326923076923077,0.9378829467828715,0.55166817
60/40,Phase 2: Weighted BCE,88,0.7065926607917337,0.9159268172271817,0.26387924740189,0.9497222222222222,0.9534245797184493,0.9358669108669109,0.943704663398208,0.6351912
60/40,Phase 2: Weighted BCE,89,0.6852557378656724,0.9245667880596444,0.2502408772053426,0.9463888888888888,0.9567983847162379,0.9267094017094017,0.9392116996305544,0.7071698
60/40,Phase 2: Weighted BCE,90,0.6827888159190907,0.9227925243837083,0.2649977098039368,0.9455555555555556,0.955685618729097,0.9258852258852259,0.938280157700495,0.62706876
60/40,Phase 2: Weighted BCE,91,0.671910950015573,0.9247335812581986,0.2582382293450728,0.9408333333333333,0.9353247988854816,0.9345238095238095,0.9349219517473599,0.67157733
60/40,Phase 2: Weighted BCE,92,0.6971347170717576,0.9212564679329058,0.2842047870681997,0.9305555555555556,0.9212046557363032,0.9277167277167278,0.924285150871091,0.56750226
60/40,Phase 2: Weighted BCE,93,0.6901488816036897,0.9205403909429166,0.2685236418456362,0.9438888888888889,0.9458226268055845,0.9302808302808303,0.9372875088308018,0.6574256
60/40,Phase 2: Weighted BCE,94,0.6842384888845332,0.9236074654034001,0.26568340131065304,0.9333333333333333,0.9531570006027215,0.904945054945055,0.9230143859737914,0.6917071
60/40,Phase 2: Weighted BCE,95,0.6982475939918967,0.9245514294053818,0.27970993165907104,0.9361111111111111,0.9296613926324394,0.92997557997558,0.929818113639731,0.6120294
60/40,Phase 2: Weighted BCE,96,0.6884871041073518,0.9224308158451939,0.26342287894926575,0.9463888888888888,0.9516048701962843,0.9305555555555556,0.9397501295311514,0.6801261
60/40,Phase 2: Weighted BCE,97,0.6934814986060648,0.9263104621009925,0.27730063518934084,0.9311111111111111,0.9520865533230294,0.9015873015873016,0.92026019754893,0.70272684
60/40,Phase 2: Weighted BCE,98,0.6847708726630491,0.924736427208543,0.2661161622065201,0.9338888888888889,0.9243219597550306,0.9322954822954823,0.9280442860209397,0.5474763
60/40,Phase 2: Weighted BCE,99,0.6721991377718308,0.9237606432002136,0.27052906037945496,0.9327777777777778,0.9234113069792017,0.9305250305250305,0.9267589947218052,0.61756766
60/40,Phase 2: Weighted BCE,100,0.6845377326011658,0.9273251855861168,0.2644785594914043,0.9388888888888889,0.9323200458847147,0.9335775335775336,0.9329428212242067,0.6107238
